pv_wp,battery_kwh,cost_index,years_ok_study,mean_study,max_study,years_ok_pvgis,mean_pvgis,max_pvgis
450.0,5.0,14902.340850256423,16,0.0,0.0,16,0.0,0.0
450.0,7.0,17137.036419755255,16,0.0,0.0,16,0.0,0.0
450.0,10.0,20489.079774003505,16,0.0,0.0,16,0.0,0.0
500.0,0.75,10378.612765071404,0,2.26431697108067,3.6657559198542806,0,3.580451381091399,5.179872495446266
500.0,1.0,10657.94971125876,6,1.251276838960002,2.3224043715846996,2,2.0796841080919233,3.6657559198542806
500.0,1.25,10937.286657446111,10,0.7358413179629214,1.5296803652968036,6,1.3254212204007285,2.4931693989071038
500.0,1.5,11216.623603633467,15,0.438528878783342,1.0844748858447488,9,0.8819916192579286,1.7304189435336976
500.0,1.75,11495.960549820822,16,0.26596847942710283,0.7990867579908676,12,0.5961414901314969,1.2785388127853883
500.0,2.0,11775.297496008174,16,0.15117773286423636,0.6506849315068494,15,0.41004464842677846,1.0730593607305936
500.0,2.25,12054.63444219553,16,0.07347184794271028,0.5136986301369862,16,0.2681361816004192,0.9246575342465754
500.0,2.5,12333.971388382883,16,0.037813926940639266,0.3881278538812785,16,0.16475706140679192,0.7990867579908676
500.0,2.75,12613.308334570236,16,0.014982876712328768,0.2397260273972603,16,0.09558942785138608,0.6621004566210046
500.0,3.0,12892.645280757592,16,0.007848173515981735,0.12557077625570776,16,0.04994292237442922,0.5136986301369862
500.0,3.25,13171.982226944943,16,0.0,0.0,16,0.025684931506849314,0.3881278538812785
500.0,3.5,13451.319173132299,16,0.0,0.0,16,0.01569634703196347,0.2511415525114155
500.0,3.75,13730.656119319654,16,0.0,0.0,16,0.007848173515981735,0.12557077625570776
500.0,4.0,14009.993065507007,16,0.0,0.0,16,0.0,0.0
500.0,5.0,15127.340850256423,16,0.0,0.0,16,0.0,0.0
500.0,7.0,17362.036419755255,16,0.0,0.0,16,0.0,0.0
500.0,10.0,20714.079774003505,16,0.0,0.0,16,0.0,0.0
550.0,0.75,10603.612765071404,1,1.7567101298749908,3.0054644808743167,0,2.993664929385932,4.496812386156648
550.0,1.0,10882.94971125876,10,0.9004950626294383,1.7351598173515983,3,1.6747292711530304,3.0168488160291442
550.0,1.25,11162.286657446111,14,0.4948384516056591,1.2328767123287672,9,1.0181630829403399,1.9748858447488586
550.0,1.5,11441.623603633467,16,0.2787778058487411,0.8105022831050228,10,0.642468326596302,1.461187214611872
