pv_w,battery_kwh,lolp,curtailed_kwh,cost_index
350,3.25,0.0036529680365296802,199.7473425852969,12496.982226944943
350,3.5,0.002397260273972603,199.53575332059236,12776.319173132299
350,3.75,0.001141552511415525,199.32451149404508,13055.656119319654
350,4.0,0.0,199.1321957570118,13334.993065507006
350,5.0,0.0,198.92981234732164,14452.340850256423
350,7.0,0.0,198.5250652970199,16687.036419755255
350,10.0,0.0,197.91794685394038,20039.079774003505
400,0.75,0.03356164383561644,251.79276644750277,9928.612765071404
400,1.0,0.01952054794520548,249.99081421473593,10207.94971125876
400,1.25,0.012328767123287671,248.95709052812623,10487.286657446113
400,1.5,0.008447488584474886,248.46420972771463,10766.623603633467
400,1.75,0.0061643835616438354,248.19090896048593,11045.960549820822
400,2.0,0.004908675799086758,247.97655106187528,11325.297496008174
400,2.25,0.003767123287671233,247.76221406711005,11604.63444219553
400,2.5,0.002397260273972603,247.54839349906908,11883.971388382883
400,2.75,0.001141552511415525,247.33462777869187,12163.308334570236
400,3.0,0.0,247.15056504984798,12442.645280757592
400,3.25,0.0,247.0998909537698,12721.982226944943
400,3.5,0.0,247.04921692285095,13001.319173132299
400,3.75,0.0,246.9985429450911,13280.656119319654
400,4.0,0.0,246.94786896733004,13559.993065507006
400,5.0,0.0,246.74517307237983,14677.340850256423
400,7.0,0.0,246.33978131144255,16912.036419755255
400,10.0,0.0,245.73170908284234,20264.079774003505
450,0.75,0.02454337899543379,298.45274762859555,10153.612765071404
450,1.0,0.012442922374429224,296.88563339804597,10432.94971125876
450,1.25,0.007077625570776256,296.1684271955535,10712.286657446111
450,1.5,0.003995433789954338,295.79847683054777,10991.623603633467
450,1.75,0.0027397260273972603,295.582939551054,11270.960549820822
450,2.0,0.0015981735159817352,295.3680475517626,11550.297496008174
450,2.25,0.00034246575342465754,295.1532779486786,11829.63444219553
450,2.5,0.0,295.0634720157431,12108.971388382883
450,2.75,0.0,295.0127773348072,12388.308334570236
450,3.0,0.0,294.9620827391356,12667.645280757592
450,3.25,0.0,294.91138814395396,12946.982226944943
450,3.5,0.0,294.8606935487725,13226.319173132299
450,3.75,0.0,294.809998953591,13505.656119319654
450,4.0,0.0,294.7593043584082,13784.993065507006
450,5.0,0.0,294.5565310794156,14902.340850256423
450,7.0,0.0,294.15098524168275,17137.036419755255
450,10.0,0.0,293.5426669716519,20489.079774003505
500,0.75,0.017465753424657535,345.41104153245135,10378.612765071404
500,1.0,0.007648401826484018,344.1203207949628,10657.94971125876
500,1.25,0.003538812785388128,343.58749627869076,10937.286657446111
500,1.5,0.002397260273972603,343.3717684844215,11216.623603633467
500,1.75,0.001141552511415525,343.15604258736295,11495.960549820822
500,2.0,0.0,342.96981461072215,11775.297496008174
500,2.25,0.0,342.91910065608965,12054.63444219553
500,2.5,0.0,342.86838670882725,12333.971388382883
500,2.75,0.0,342.81767276215675,12613.308334570236
500,3.0,0.0,342.76695881548676,12892.645280757592
500,3.25,0.0,342.71624486892995,13171.982226944943
500,3.5,0.0,342.66553092467296,13451.319173132299
500,3.75,0.0,342.61481698118905,13730.656119319654
500,4.0,0.0,342.56410303998706,14009.993065507007
500,5.0,0.0,342.3612472771047,15127.340850256423
500,7.0,0.0,341.95553628091744,17362.036419755255
500,10.0,0.0,341.3469701564651,20714.079774003505
550,0.75,0.011757990867579908,392.4965905688328,10603.612765071404
550,1.0,0.004452054794520548,391.52279331905385,10882.94971125876
550,1.25,0.0019406392694063927,391.15362045897155,11162.286657446111
550,1.5,0.0006849315068493151,390.93775143825206,11441.623603633467
550,1.75,0.0,390.8195516880754,11720.960549820822
550,2.0,0.0,390.768836014881,12000.297496008174
550,2.25,0.0,390.7181203417432,12279.63444219553
550,2.5,0.0,390.6674046686055,12558.971388382883
550,2.75,0.0,390.61668899546703,12838.308334570236
550,3.0,0.0,390.5659733223291,13117.645280757592
550,3.25,0.0,390.5152576513579,13396.982226944943
550,3.5,0.0,390.46454198401074,13676.319173132299
550,3.75,0.0,390.41382631817504,13955.656119319654
550,4.0,0.0,390.36311065444374,14234.993065507007
550,5.0,0.0,390.1602480088612,15352.340850256423
550,7.0,0.0,389.7545232499362,17587.036419755255
550,10.0,0.0,389.1459362266499,20939.079774003505
600,0.75,0.00821917808219178,439.77200199441296,10828.612765071404
600,1.0,0.002397260273972603,439.0436199076303,11107.94971125876
600,1.25,0.0005707762557077625,438.78066552858627,11387.286657446111
600,1.5,0.0,438.6635802470087,11666.623603633467
600,1.75,0.0,438.6128606338736,11945.960549820822
600,2.0,0.0,438.56214102503725,12225.297496008174
600,2.25,0.0,438.5114214168753,12504.63444219553
600,2.5,0.0,438.4607018087135,12783.971388382883
600,2.75,0.0,438.40998220316493,13063.308334570236
600,3.0,0.0,438.35926260045153,13342.645280757592
600,3.25,0.0,438.3085429977586,13621.982226944943
600,3.5,0.0,438.25782339506566,13901.319173132299
600,3.75,0.0,438.2071037953667,14180.656119319654
600,4.0,0.0,438.1563841960502,14459.993065507007
600,5.0,0.0,437.95350579878993,15577.340850256423
600,7.0,0.0,437.5477490473392,17812.036419755255
600,10.0,0.0,436.93911405590086,21164.079774003505
650,0.75,0.004908675799086758,487.20042849526743,11053.612765071404
650,1.0,0.0009132420091324201,486.6562069975244,11332.94971125876
650,1.25,0.0,486.5036910374232,11612.286657446111
650,1.5,0.0,486.45296860110835,11891.623603633467
650,1.75,0.0,486.4022461647934,12170.960549820822
650,2.0,0.0,486.3515237284776,12450.297496008174
