pv_wp,battery_kwh,cost_index,years_ok_study,mean_study,max_study,years_ok_pvgis,mean_pvgis,max_pvgis
100.0,0.75,8578.612765071404,0,45.24067342241186,51.21812386156649,0,46.601709677620576,52.86885245901639
100.0,1.0,8857.94971125876,0,44.75433033597824,50.77413479052824,0,46.14961706527435,52.356557377049185
100.0,1.25,9137.286657446113,0,44.48558010205355,50.27322404371585,0,45.91365527609352,51.95810564663024
100.0,1.5,9416.623603633467,0,44.342975709259676,50.11384335154827,0,45.7689358141827,51.83287795992714
100.0,1.75,9695.960549820822,0,44.24247386281408,49.98861566484517,0,45.699807168076454,51.67349726775956
100.0,2.0,9975.297496008174,0,44.183322104947976,49.92030965391621,0,45.657047683209825,51.68488160291439
100.0,2.25,10254.63444219553,0,44.15553185118647,49.954462659380695,0,45.628551756618506,51.68488160291439
100.0,2.5,10533.971388382883,0,44.14485513823389,49.954462659380695,0,45.62143264840182,51.68488160291439
100.0,2.75,10813.308334570236,0,44.132755383386986,49.954462659380695,0,45.61145770953415,51.71903460837887
100.0,3.0,11092.645280757592,0,44.12706906392694,49.96584699453552,0,45.60506181849939,51.73041894353369
100.0,3.25,11371.982226944943,0,44.12638093544926,49.97723132969035,0,45.60437174064925,51.73041894353369
100.0,3.5,11651.319173132299,0,44.127827369813104,49.98861566484517,0,45.598691269306585,51.73041894353369
100.0,3.75,11930.656119319654,0,44.12570645257878,49.98861566484517,0,45.60724901439728,51.73041894353369
100.0,4.0,12209.993065507006,0,44.134981566734034,49.98861566484517,0,45.61722980138234,51.75318761384335
100.0,5.0,13327.340850256423,0,44.17560453938668,50.068306010928964,0,45.66213554532525,51.84426229508197
100.0,7.0,15562.036419755255,0,44.24548759263418,50.09107468123861,0,45.73059165793348,51.87841530054644
100.0,10.0,18914.079774003505,0,44.34458784028246,50.204918032786885,0,45.81542834730644,51.95810564663024
150.0,0.75,8803.612765071404,0,25.16427556640966,29.68036529680365,0,26.731921909698833,30.947488584474886
150.0,1.0,9082.94971125876,0,23.733410840382263,28.56164383561644,0,25.05011836589565,29.611872146118724
150.0,1.25,9362.286657446113,0,22.970574612620705,27.9337899543379,0,24.146147572173568,28.99543378995434
150.0,1.5,9641.623603633467,0,22.497153916211296,27.465753424657535,0,23.54869610375028,28.538812785388128
150.0,1.75,9920.960549820822,0,22.18840645819298,27.054794520547947,0,23.1501254616114,28.093607305936075
150.0,2.0,10200.297496008174,0,21.9281808300272,26.757990867579906,0,22.86779200039923,27.682648401826484
150.0,2.25,10479.63444219553,0,21.71930946989545,26.609589041095887,0,22.651052973026925,27.51141552511416
150.0,2.5,10758.971388382883,0,21.547493730818175,26.506849315068493,0,22.46284496095017,27.351598173515985
150.0,2.75,11038.308334570236,0,21.393477711655063,26.347031963470318,0,22.28389841742146,27.214611872146115
150.0,3.0,11317.645280757592,0,21.260158179878736,26.232876712328768,0,22.12280617623575,27.100456621004565
150.0,3.25,11596.982226944943,0,21.126121279037854,26.095890410958905,0,21.977357649025627,26.952054794520546
150.0,3.5,11876.319173132299,0,20.9977804445193,25.981735159817354,0,21.8490109663897,26.837899543378995
150.0,3.75,12155.656119319654,0,20.87443585161065,25.82191780821918,0,21.72210681937271,26.723744292237445
150.0,4.0,12434.993065507006,0,20.741110471716944,25.719178082191778,0,21.59804095865459,26.59817351598174
150.0,5.0,13552.340850256423,0,20.214202893804426,25.17123287671233,0,21.08041044426978,26.073059360730593
150.0,7.0,15787.036419755255,0,19.196770825535843,24.06392694063927,0,20.067988263218304,25.057077625570777
150.0,10.0,19139.079774003505,0,17.695227702298077,22.488584474885844,0,18.60209136474786,23.538812785388128
200.0,0.75,9028.612765071404,0,17.161341370985852,21.963470319634702,0,18.521629067170696,23.184931506849317
200.0,1.0,9307.94971125876,0,15.759013508371385,20.593607305936075,0,16.918250726726054,21.929223744292237
200.0,1.25,9587.286657446113,0,14.994005679691593,19.73744292237443,0,16.02276555131372,20.833333333333336
200.0,1.5,9866.623603633467,0,14.513368406442599,19.018264840182646,0,15.483701686753001,20.0
200.0,1.75,10145.960549820822,0,14.137517700301919,18.378995433789953,0,15.088643813783467,19.486301369863014
200.0,2.0,10425.297496008174,0,13.8458116563116,17.819634703196346,0,14.768439893829377,18.86986301369863
200.0,2.25,10704.63444219553,0,13.628296778701,17.54566210045662,0,14.51883639618734,18.538812785388128
200.0,2.5,10983.971388382883,0,13.425047408738179,17.23744292237443,0,14.302742611098633,18.28767123287671
200.0,2.75,11263.308334570236,0,13.253180985976993,17.11187214611872,0,14.11804152007386,18.002283105022833
200.0,3.0,11542.645280757592,0,13.085607081368366,16.974885844748858,0,13.937625149711806,17.819634703196346
200.0,3.25,11821.982226944943,0,12.926590921850439,16.84931506849315,0,13.76791083414427,17.705479452054796
200.0,3.5,12101.319173132299,0,12.76401520822417,16.689497716894977,0,13.624594920403224,17.579908675799086
200.0,3.75,12380.656119319654,0,12.612135701275047,16.56392694063927,0,13.47842122663872,17.442922374429223
200.0,4.0,12659.993065507006,0,12.465963956883002,16.404109589041095,0,13.34081307545475,17.283105022831048
200.0,5.0,13777.340850256423,0,11.961189553858823,15.8675799086758,0,12.81961326009931,16.746575342465754
200.0,7.0,16012.036419755255,0,10.959451883249745,14.851598173515981,0,11.83499302904409,15.776255707762557
200.0,10.0,19364.079774003505,0,9.490716698480426,13.378995433789953,0,10.394771315218206,14.32648401826484
250.0,0.75,9253.612765071404,0,12.512091957357088,17.95662100456621,0,13.97364370461861,19.748858447488583
250.0,1.0,9532.94971125876,0,10.95562916385957,16.210045662100455,0,12.146301962472242,17.831050228310502
250.0,1.25,9812.286657446113,0,10.125013255732714,15.399543378995434,0,11.153135682561071,16.75799086757991
250.0,1.5,10091.623603633467,0,9.564578420914739,14.82876712328767,0,10.517135373780473,16.073059360730593
250.0,1.75,10370.960549820822,0,9.14886889612496,14.25799086757991,0,10.055800786610774,15.570776255707763
250.0,2.0,10650.297496008174,0,8.86934253125234,13.687214611872145,0,9.717804944232352,14.988584474885844
250.0,2.25,10929.63444219553,0,8.643285503530702,13.230593607305934,0,9.448237923247747,14.463470319634702
250.0,2.5,11208.971388382883,0,8.467146056341543,12.968036529680365,0,9.250688518352172,14.075342465753424
250.0,2.75,11488.308334570236,0,8.292425752301819,12.694063926940638,0,9.070987567682211,13.812785388127855
250.0,3.0,11767.645280757592,0,8.138409733138708,12.534246575342467,0,8.88699799760461,13.550228310502282
250.0,3.25,12046.982226944943,0,7.995807289717295,12.420091324200913,0,8.7165721610899,13.287671232876713
250.0,3.5,12326.319173132299,0,7.86460672580283,12.294520547945204,0,8.582517715896898,13.162100456621003
250.0,3.75,12605.656119319654,0,7.731990917483843,12.168949771689498,0,8.454186628240638,13.036529680365296
250.0,4.0,12884.993065507006,0,7.605078972977019,12.031963470319635,0,8.33012076752252,12.922374429223742
250.0,5.0,14002.340850256423,0,7.103142856251716,11.529680365296803,0,7.839602125283829,12.442922374429223
250.0,7.0,16237.036419755255,0,6.114959172343239,10.525114155251142,0,6.861399228360407,11.461187214611872
250.0,10.0,19589.079774003505,1,4.641832051426006,9.04109589041096,1,5.407555299797888,10.034246575342467
300.0,0.75,9478.612765071404,0,9.706531723307632,15.753424657534246,0,11.128240246899718,17.35159817351598
300.0,1.0,9757.94971125876,0,7.983935611447963,13.835616438356164,0,9.168957179304838,15.308219178082192
300.0,1.25,10037.286657446113,0,7.119700825910123,12.865296803652967,0,8.140747030715872,14.121004566210047
300.0,1.5,10316.623603633467,0,6.5849392263642486,12.317351598173516,0,7.495489152132145,13.573059360730594
300.0,1.75,10595.960549820822,0,6.209874117324151,11.746575342465754,0,7.022019721411283,13.013698630136986
300.0,2.0,10875.297496008174,0,5.941042009756219,11.232876712328768,0,6.706831536791675,12.488584474885844
300.0,2.25,11154.63444219553,0,5.702179554357862,10.878995433789955,0,6.452259088754149,11.963470319634704
300.0,2.5,11433.971388382883,0,5.503949818474436,10.627853881278538,0,6.218379229358485,11.495433789954337
300.0,2.75,11713.308334570236,0,5.331403064725404,10.41095890410959,0,6.008749563340569,11.221461187214613
300.0,3.0,11992.645280757592,0,5.175262229583052,10.262557077625571,0,5.836927976145919,11.038812785388128
300.0,3.25,12271.982226944943,0,5.035542908027049,10.148401826484019,0,5.685773635751179,10.913242009132421
300.0,3.5,12551.319173132299,0,4.903646418145071,10.011415525114154,0,5.549596323951394,10.787671232876713
300.0,3.75,12830.656119319654,0,4.781726816503232,9.908675799086758,0,5.426249781670284,10.662100456621005
300.0,4.0,13109.993065507006,0,4.652684207899792,9.771689497716896,0,5.298630214961199,10.547945205479452
300.0,5.0,14227.340850256423,0,4.15430764528283,9.269406392694064,0,4.801682542355965,10.045662100456621
300.0,7.0,16462.036419755255,1,3.1611179729021637,8.253424657534246,1,3.8241580270479325,9.052511415525114
300.0,10.0,19814.079774003505,6,1.905020335853482,5.89041095890411,6,2.4802450595104424,7.134703196347032
350.0,0.75,9703.612765071404,0,7.844192897422462,13.89269406392694,0,9.270923004466404,15.753424657534246
350.0,1.0,9982.94971125876,0,6.151558640242532,12.28310502283105,0,7.286009587793497,13.835616438356164
350.0,1.25,10262.286657446113,0,5.23743356538663,11.073059360730593,0,6.196499472889687,12.625570776255707
350.0,1.5,10541.623603633467,0,4.6491363500261995,10.331050228310502,0,5.493384219751977,11.666666666666666
350.0,1.75,10820.960549820822,0,4.2519458635875935,9.691780821917808,0,5.016292855004117,10.93607305936073
350.0,2.0,11100.297496008174,1,3.9474636325074233,9.257990867579908,0,4.681135298924571,10.479452054794521
350.0,2.25,11379.63444219553,1,3.71785289879482,9.006849315068493,0,4.422989651171495,10.102739726027398
350.0,2.5,11658.971388382883,1,3.5074863699877734,8.835616438356164,1,4.209771190458367,9.851598173515981
350.0,2.75,11938.308334570236,3,3.3335146249719294,8.721461187214611,1,4.010824085510393,9.646118721461187
350.0,3.0,12217.645280757592,3,3.191623702497692,8.584474885844749,2,3.8446868684033237,9.520547945205479
350.0,3.25,12496.982226944943,3,3.063992439553859,8.470319634703197,2,3.6835634372582775,9.406392694063927
350.0,3.5,12776.319173132299,3,2.936374822217232,8.344748858447488,2,3.5409629432093217,9.269406392694064
350.0,3.75,13055.656119319654,3,2.8066362876462807,8.230593607305936,2,3.419043341567483,9.155251141552512
350.0,4.0,13334.993065507006,3,2.677605375277591,8.082191780821917,3,3.295696799286374,9.029680365296803
350.0,5.0,14452.340850256423,5,2.2014672536617015,7.591324200913243,3,2.805961804775807,8.550228310502284
350.0,7.0,16687.036419755255,9,1.439767510043167,6.56392694063927,6,1.95140370411957,7.557077625570777
350.0,10.0,20039.079774003505,12,0.6370607673977593,3.7100456621004563,10,1.039801117224343,4.965753424657534
400.0,0.75,9928.612765071404,0,6.517288204581181,12.271689497716896,0,7.944714237592635,14.28082191780822
400.0,1.0,10207.94971125876,0,4.892398539062305,10.833333333333334,0,5.957640916236246,12.522831050228312
400.0,1.25,10487.286657446113,0,4.008256761983182,9.897260273972602,0,4.894505810689424,11.404109589041097
400.0,1.5,10766.623603633467,2,3.4192519244204904,8.926940639269407,0,4.217827946827358,10.445205479452055
400.0,1.75,11045.960549820822,3,2.96574991578711,8.21917808219178,1,3.738646854804501,9.668949771689498
400.0,2.0,11325.297496008174,3,2.640610184769319,7.705479452054795,3,3.350735381266063,9.029680365296803
400.0,2.25,11604.63444219553,3,2.387505614192679,7.442922374429224,3,3.0583646012675603,8.515981735159817
400.0,2.5,11883.971388382883,5,2.2007479352246926,7.203196347031963,3,2.8166443658457467,8.2648401826484
400.0,2.75,12163.308334570236,5,2.054628823889014,7.077625570776255,3,2.6234420615315517,8.12785388127854
400.0,3.0,12442.645280757592,6,1.9113791888115381,6.952054794520548,4,2.4602133081318462,8.013698630136986
400.0,3.25,12721.982226944943,6,1.7809642219976545,6.815068493150685,5,2.319803908725703,7.8881278538812785
400.0,3.5,13001.319173132299,6,1.6669551737904533,6.700913242009133,5,2.1922252788382366,7.773972602739726
400.0,3.75,13280.656119319654,7,1.5643674988147815,6.575342465753424,6,2.0732121915313027,7.636986301369864
400.0,4.0,13559.993065507006,8,1.471047140504529,6.449771689497717,6,1.9684743587344364,7.522831050228311
400.0,5.0,14677.340850256423,9,1.1340318324724903,5.9589041095890405,9,1.5694709559098734,7.0091324200913245
400.0,7.0,16912.036419755255,12,0.6528253424657534,4.726027397260274,12,0.9430946989545126,6.004566210045662
400.0,10.0,20264.079774003505,14,0.2725456621004566,1.9406392694063925,12,0.4716038812785388,3.1621004566210047
